n,marathon,year,gender,subgroup,avg_chip_seconds,high_temp,low_temp,avg_temp,precipitation,dew_point,wind_speed,visibility,sea_level_pressure,aqi,main_pollutant,co,ozone,pm10,pm25,no2
9358,Berlin,2016,male,slow,17745.777623424077,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
103,Berlin,2017,female,elite,10254.57281553398,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
893,Berlin,2017,female,competitive,12331.291153415452,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
2977,Berlin,2017,female,average,14206.327510917057,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
4023,Berlin,2017,female,recreational,16366.680586626871,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
3073,Berlin,2017,female,slow,19637.755287992113,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
349,Berlin,2017,male,elite,9098.163323782232,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
2562,Berlin,2017,male,competitive,10764.518735363014,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
6378,Berlin,2017,male,average,12507.306052053882,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
9527,Berlin,2017,male,recreational,14388.147055736374,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
9338,Berlin,2017,male,slow,17727.65977725443,62,54,57.92,0.2,57.35,5,NA,30.19,72,PM2.5,NA,10,25,72,7
107,Berlin,2018,female,elite,10126.897196261682,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
788,Berlin,2018,female,competitive,12126.553299492378,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
2746,Berlin,2018,female,average,14014.429351784422,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
3985,Berlin,2018,female,recreational,16163.53801756589,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
4643,Berlin,2018,female,slow,19687.904802929137,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
252,Berlin,2018,male,elite,9005.305555555555,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
2093,Berlin,2018,male,competitive,10602.326325848071,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
5471,Berlin,2018,male,average,12311.789800767658,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
8826,Berlin,2018,male,recreational,14194.26478586002,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
11730,Berlin,2018,male,slow,17861.38857629993,72,48,60.44,0,49.27,4,NA,30.23,38,PM2.5,NA,20,14,38,15
402,Berlin,2019,male,elite,8912.405472636814,62,52,57.92,0.22,53.51,11,NA,29.66,21,PM2.5,NA,18,7,21,7
3021,Berlin,2019,male,competitive,10592.46209864283,62,52,57.92,0.22,53.51,11,NA,29.66,21,PM2.5,NA,18,7,21,7
6676,Berlin,2019,male,average,12308.527411623776,62,52,57.92,0.22,53.51,11,NA,29.66,21,PM2.5,NA,18,7,21,7
10117,Berlin,2019,male,recreational,14174.102204210776,62,52,57.92,0.22,53.51,11,NA,29.66,21,PM2.5,NA,18,7,21,7
10580,Berlin,2019,male,slow,17696.35765595471,62,52,57.92,0.22,53.51,11,NA,29.66,21,PM2.5,NA,18,7,21,7
159,Boston,1996,female,elite,10660.547169811322,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
1057,Boston,1996,female,competitive,12930.5156102176,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
3481,Boston,1996,female,average,14792.14708417124,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
2393,Boston,1996,female,recreational,17029.760133723346,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
1389,Boston,1996,female,slow,20672.910727141865,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
767,Boston,1996,male,elite,9553.104302477188,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
5095,Boston,1996,male,competitive,11215.48792934246,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
8091,Boston,1996,male,average,12994.776294648358,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
6697,Boston,1996,male,recreational,15006.024787218206,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
6677,Boston,1996,male,slow,18590.41036393593,45,36,40.46,0,24.17,20,10,30.21,69,PM10,13,41,69,NA,34
43,Boston,1997,female,elite,9696.116279069767,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
358,Boston,1997,female,competitive,12093.351955307262,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
1253,Boston,1997,female,average,13713.015163607353,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
692,Boston,1997,female,recreational,15761.51011560693,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
137,Boston,1997,female,slow,17793.087591240877,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
292,Boston,1997,male,elite,9535.195205479453,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
2233,Boston,1997,male,competitive,11329.65696372593,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
2304,Boston,1997,male,average,13023.363715277796,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
1171,Boston,1997,male,recreational,15105.838599487619,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
432,Boston,1997,male,slow,17253.379629629628,51,42,47.04,0,40.96,13,10,29.77,57,NO2,15,44,NA,NA,57
59,Boston,1998,female,elite,10018.28813559322,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
720,Boston,1998,female,competitive,12375.901388888891,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
1424,Boston,1998,female,average,13971.685393258434,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
711,Boston,1998,female,recreational,16214.167369901543,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
239,Boston,1998,female,slow,18893.497907949793,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
283,Boston,1998,male,elite,9425.349823321558,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
2236,Boston,1998,male,competitive,11092.502683363145,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
2550,Boston,1998,male,average,12696.554117647041,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
1385,Boston,1998,male,recreational,14761.477256317696,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
710,Boston,1998,male,slow,17716.27605633802,54,45,48.62,0,43.38,20,10,29.99,49,Ozone,17,49,NA,NA,41
66,Boston,1999,female,elite,10368.969696969696,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
891,Boston,1999,female,competitive,12656.56341189674,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
1720,Boston,1999,female,average,14302.50058139535,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
808,Boston,1999,female,recreational,16611.23638613861,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
282,Boston,1999,female,slow,19272.60992907802,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
261,Boston,1999,male,elite,9509.842911877397,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
2148,Boston,1999,male,competitive,11305.356610800747,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
2607,Boston,1999,male,average,12983.0019179133,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
1589,Boston,1999,male,recreational,15022.930144745136,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
920,Boston,1999,male,slow,17959.280434782602,57,47,51.09,0,38.35,15,10,29.94,53,NO2,14,48,NA,47,53
146,Boston,2000,female,elite,10705.760273972603,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
2329,Boston,2000,female,competitive,12807.707599828253,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
2100,Boston,2000,female,average,14451.554285714286,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
712,Boston,2000,female,recreational,16851.700842696635,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
186,Boston,2000,female,slow,19436.666666666664,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
365,Boston,2000,male,elite,9622.493150684933,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
3800,Boston,2000,male,competitive,11264.325789473693,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
3718,Boston,2000,male,average,12896.879236148483,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
1603,Boston,2000,male,recreational,15010.774173424837,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
721,Boston,2000,male,slow,17823.00416088765,48,40,43,0,30.43,21,10,30.27,55,PM2.5,7,42,NA,55,30
78,Boston,2001,female,elite,10318.294871794871,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
1561,Boston,2001,female,competitive,12662.945547725805,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
2108,Boston,2001,female,average,14243.1114800759,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
796,Boston,2001,female,recreational,16590.211055276377,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
262,Boston,2001,female,slow,19216.446564885497,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
293,Boston,2001,male,elite,9546.590443686007,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
2750,Boston,2001,male,competitive,11304.293454545457,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
3040,Boston,2001,male,average,12931.280592105284,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
1579,Boston,2001,male,recreational,14990.925269157698,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
918,Boston,2001,male,slow,17838.379084967328,47,39,43.83,0,33.78,15,10,29.75,57,PM2.5,9,50,NA,57,42
67,Boston,2002,female,elite,10226.776119402984,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
1386,Boston,2002,female,competitive,12407.904040404048,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
2566,Boston,2002,female,average,13967.917770849568,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
972,Boston,2002,female,recreational,16214.251028806575,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
260,Boston,2002,female,slow,18574.55,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
337,Boston,2002,male,elite,9460.13056379822,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
3166,Boston,2002,male,competitive,11218.562539481994,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
3243,Boston,2002,male,average,12858.033919210578,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
1602,Boston,2002,male,recreational,14948.05555555555,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
798,Boston,2002,male,slow,17535.627819548863,57,45,49.64,0,48.22,15,10,30.04,62,PM2.5,13,35,NA,62,38
73,Boston,2003,female,elite,10650.260273972603,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
1673,Boston,2003,female,competitive,12816.471010161385,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
2827,Boston,2003,female,average,14440.805447470817,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
1318,Boston,2003,female,recreational,16716.00455235204,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
407,Boston,2003,female,slow,19605.191646191648,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
181,Boston,2003,male,elite,9650.121546961327,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
2426,Boston,2003,male,competitive,11373.489282769993,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
4160,Boston,2003,male,average,13054.046394230743,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
2556,Boston,2003,male,recreational,15038.570422535196,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
1397,Boston,2003,male,slow,18005.050107372957,53,41,47.3,0,37.74,25,10,30.15,71,Ozone,10,71,33,59,43
37,Boston,2004,female,elite,10309.081081081082,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
645,Boston,2004,female,competitive,12820.812403100776,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
2721,Boston,2004,female,average,14591.36751194413,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
1947,Boston,2004,female,recreational,16703.845403184365,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
889,Boston,2004,female,slow,19535.22384701911,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
115,Boston,2004,male,elite,9555.53043478261,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
1194,Boston,2004,male,competitive,11432.981574539364,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
3171,Boston,2004,male,average,13212.453800063053,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
3440,Boston,2004,male,recreational,15193.813953488376,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
2580,Boston,2004,male,slow,18208.52751937989,86,45,62.54,0,46.15,29,10,30.27,100,Ozone,5,100,NA,85,57
84,Boston,2005,female,elite,10617.738095238095,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
1558,Boston,2005,female,competitive,12834.13863928112,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
3096,Boston,2005,female,average,14481.621124031,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
1464,Boston,2005,female,recreational,16791.15642076502,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
442,Boston,2005,female,slow,19230.434389140275,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
267,Boston,2005,male,elite,9690.378277153555,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
2468,Boston,2005,male,competitive,11482.93273905997,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
4033,Boston,2005,male,average,13192.644185469897,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
2612,Boston,2005,male,recreational,15248.793644716687,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
1504,Boston,2005,male,slow,18055.321808510613,72,37,55.74,0,30.17,13,10,30.05,58,PM2.5,9,51,NA,58,39
87,Boston,2006,female,elite,10478.701149425287,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
2233,Boston,2006,female,competitive,12678.880429914905,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
3461,Boston,2006,female,average,14293.267552730424,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
1393,Boston,2006,female,recreational,16580.95692749462,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
444,Boston,2006,female,slow,19257.042792792796,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
237,Boston,2006,male,elite,9420.54430379747,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
2817,Boston,2006,male,competitive,11113.924032658853,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
4673,Boston,2006,male,average,12726.150010699772,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
2732,Boston,2006,male,recreational,14674.083821376264,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
1595,Boston,2006,male,slow,17656.781191222555,53,44,47.44,0,35.24,16,10,29.81,39,Ozone,6,39,8,34,30
186,Boston,2007,female,elite,11047.854838709678,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
2897,Boston,2007,female,competitive,13070.468760787015,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
3191,Boston,2007,female,average,14814.268881228487,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
1234,Boston,2007,female,recreational,17220.085899513768,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
461,Boston,2007,female,slow,20232.65726681127,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
493,Boston,2007,male,elite,9879.099391480728,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
3818,Boston,2007,male,competitive,11642.639601885803,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
4643,Boston,2007,male,average,13396.457893603283,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
2157,Boston,2007,male,recreational,15544.932777005097,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
1242,Boston,2007,male,slow,18628.97987117554,48,42,45.6,0,43.09,39,10,29.35,52,PM2.5,5,49,NA,52,25
146,Boston,2008,female,elite,10797.027397260274,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
2846,Boston,2008,female,competitive,12766.22522839073,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
3794,Boston,2008,female,average,14443.193990511318,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
1586,Boston,2008,female,recreational,16782.65384615383,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
558,Boston,2008,female,slow,19738.358422939058,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
300,Boston,2008,male,elite,9430.663333333336,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
3199,Boston,2008,male,competitive,11157.477336667707,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
4888,Boston,2008,male,average,12795.312806873973,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
2916,Boston,2008,male,recreational,14755.17798353911,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
1719,Boston,2008,male,slow,17871.733566026738,52,45,47.85,0,42.74,13,10,30.38,56,PM2.5,7,49,NA,56,36
385,Boston,2009,female,elite,11283.233766233767,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
4467,Boston,2009,female,competitive,13199.8860532796,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
3068,Boston,2009,female,average,15051.780964797901,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
1047,Boston,2009,female,recreational,17519.901623686732,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
333,Boston,2009,female,slow,20372.249249249253,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
334,Boston,2009,male,elite,9487.419161676647,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
3758,Boston,2009,male,competitive,11205.279670037255,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
5158,Boston,2009,male,average,12855.070569988378,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
2771,Boston,2009,male,recreational,14846.398412125614,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
1518,Boston,2009,male,slow,17965.415019762866,48,39,43.56,0,37.88,20,10,30.29,47,Ozone,5,47,NA,45,36
210,Boston,2010,female,elite,10767.752380952381,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
3369,Boston,2010,female,competitive,12805.45087563075,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
3880,Boston,2010,female,average,14495.985824742293,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
1545,Boston,2010,female,recreational,16824.79611650484,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
466,Boston,2010,female,slow,19803.843347639486,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
269,Boston,2010,male,elite,9255.453531598512,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
2961,Boston,2010,male,competitive,11013.944275582577,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
5087,Boston,2010,male,average,12614.484568507973,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
3032,Boston,2010,male,recreational,14522.83608179418,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
1724,Boston,2010,male,slow,17713.63921113692,60,40,50.39,0,31.78,18,10,29.91,40,Ozone,3,40,NA,39,29
157,Boston,2011,female,elite,10412,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
2725,Boston,2011,female,competitive,12557.815045871563,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
4657,Boston,2011,female,average,14200.613485076228,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
1857,Boston,2011,female,recreational,16434.245018847603,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
677,Boston,2011,female,slow,19502.190546528807,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
193,Boston,2011,male,elite,9014.735751295335,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
2636,Boston,2011,male,competitive,10793.381259484066,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
5178,Boston,2011,male,average,12339.071069911177,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
3540,Boston,2011,male,recreational,14212.886440677996,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
2264,Boston,2011,male,slow,17382.03710247352,61,44,52.58,0,27.67,25,10,30,53,PM2.5,5,47,8,53,20
117,Boston,2012,female,elite,11132.478632478633,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
1866,Boston,2012,female,competitive,13301.280814576618,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
3538,Boston,2012,female,average,15233.726964386666,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
2162,Boston,2012,female,recreational,17556.067530064778,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
1284,Boston,2012,female,slow,21181.72897196263,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
252,Boston,2012,male,elite,9764.61904761905,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
1951,Boston,2012,male,competitive,11564.822655048696,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
3851,Boston,2012,male,average,13389.991690469995,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
3415,Boston,2012,male,recreational,15422.919180087836,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
3117,Boston,2012,male,slow,19188.838626884797,84,62,71.09,0,55.43,18,10,29.98,100,Ozone,3,100,NA,73,31
137,Boston,2014,female,elite,10148.211678832118,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
2762,Boston,2014,female,competitive,12240.452208544531,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
5152,Boston,2014,female,average,13877.890527950267,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
3372,Boston,2014,female,recreational,16139.44395017791,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
2861,Boston,2014,female,slow,19797.39951066057,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
684,Boston,2014,male,elite,9529.519005847957,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
4729,Boston,2014,male,competitive,11100.978008035507,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
4731,Boston,2014,male,average,12851.39230606638,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
3423,Boston,2014,male,recreational,14941.31960268768,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
3958,Boston,2014,male,slow,18729.273117736106,68,37,51.38,0,32.21,15,10,30.31,74,Ozone,7,74,NA,54,34
348,Boston,2015,female,elite,10770.652298850575,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
4761,Boston,2015,female,competitive,12639.213610586012,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
4306,Boston,2015,female,average,14361.855550394808,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
1773,Boston,2015,female,recreational,16739.018048505375,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
829,Boston,2015,female,slow,19804.406513872123,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
709,Boston,2015,male,elite,9615.341325811007,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
5296,Boston,2015,male,competitive,11105.950151057368,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
4593,Boston,2015,male,average,12890.075114304336,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
2449,Boston,2015,male,recreational,14957.797060024515,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
1534,Boston,2015,male,slow,18264.422425032593,52,41,44.74,0,42.4,22,10,30.23,43,PM2.5,2,42,9,43,25
384,Boston,2016,female,elite,11097.325520833334,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
4741,Boston,2016,female,competitive,12983.890951276133,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
4301,Boston,2016,female,average,14824.544524529172,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
