n,marathon,year,gender,subgroup,avg_chip_seconds,high_temp,low_temp,avg_temp,precipitation,dew_point,wind_speed,visibility,sea_level_pressure,aqi,main_pollutant,co,ozone,pm10,pm25,no2
131,Berlin,1996,female,elite,10640.503816793895,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
541,Berlin,1996,female,competitive,12733.347504621073,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
901,Berlin,1996,female,average,14706.962264150949,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
402,Berlin,1996,female,recreational,16821.293532338306,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
60,Berlin,1996,female,slow,19053.516666666666,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
737,Berlin,1996,male,elite,9468.10719131615,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
3416,Berlin,1996,male,competitive,11172.961943793898,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
5411,Berlin,1996,male,average,12973.692108667548,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
3439,Berlin,1996,male,recreational,14840.742657749359,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
894,Berlin,1996,male,slow,17374.348993288593,57,44,52.34,0.23,48.61,10,NA,30.09,11,NO2,NA,10,NA,NA,11
40,Berlin,1997,female,elite,10226.1,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
324,Berlin,1997,female,competitive,12565.364197530862,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
771,Berlin,1997,female,average,14465.221789883262,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
587,Berlin,1997,female,recreational,16525.807495741057,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
114,Berlin,1997,female,slow,18986.780701754386,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
311,Berlin,1997,male,elite,9267.858520900321,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
2365,Berlin,1997,male,competitive,11091.72727272726,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
4665,Berlin,1997,male,average,12887.852518756741,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
4201,Berlin,1997,male,recreational,14756.655796238998,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
1604,Berlin,1997,male,slow,17323.2350374065,66,40,53.06,0,40.52,3,NA,30.08,18,NO2,NA,11,NA,NA,18
51,Berlin,1998,female,elite,10463.823529411764,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
489,Berlin,1998,female,competitive,12774.327198364002,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
1268,Berlin,1998,female,average,14644.561514195588,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
1116,Berlin,1998,female,recreational,16810.219534050164,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
275,Berlin,1998,female,slow,19463.36,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
232,Berlin,1998,male,elite,9265.400862068967,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
2263,Berlin,1998,male,competitive,11007.55855059657,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
5480,Berlin,1998,male,average,12751.991423357644,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
6328,Berlin,1998,male,recreational,14614.572218710462,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
3501,Berlin,1998,male,slow,17315.286775207056,68,51,60.26,0,46.53,3,NA,30.54,19,Ozone,NA,19,NA,NA,16
34,Berlin,1999,female,elite,9902.617647058823,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
276,Berlin,1999,female,competitive,12401.829710144928,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
933,Berlin,1999,female,average,14199.408360128622,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
1036,Berlin,1999,female,recreational,16310.194015444009,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
299,Berlin,1999,female,slow,18792.775919732445,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
252,Berlin,1999,male,elite,9235.853174603177,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
2127,Berlin,1999,male,competitive,11038.677480018798,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
5239,Berlin,1999,male,average,12821.97003244894,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
6040,Berlin,1999,male,recreational,14678.607615894096,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
2893,Berlin,1999,male,slow,17305.86242654681,63,55,61.16,0.02,56.49,5,NA,29.71,13,NO2,NA,7,NA,NA,13
51,Berlin,2000,female,elite,10211.274509803921,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
363,Berlin,2000,female,competitive,12854.429752066113,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
1181,Berlin,2000,female,average,14787.906011854364,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
1465,Berlin,2000,female,recreational,16914.48395904436,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
487,Berlin,2000,female,slow,19680.041067761806,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
216,Berlin,2000,male,elite,9380.342592592595,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
1935,Berlin,2000,male,competitive,11128.378811369495,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
5226,Berlin,2000,male,average,12939.977611940256,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
7066,Berlin,2000,male,recreational,14876.989385791101,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
4889,Berlin,2000,male,slow,17682.03477193705,70,58,64.22,0,56.32,4,NA,30.2,13,Ozone,NA,13,NA,NA,10
29,Berlin,2001,female,elite,10059.896551724138,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
311,Berlin,2001,female,competitive,12361.273311897105,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
1334,Berlin,2001,female,average,14169.655922038974,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
1738,Berlin,2001,female,recreational,16250.413693901035,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
722,Berlin,2001,female,slow,18813.731301939057,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
320,Berlin,2001,male,elite,9430.443749999999,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
2903,Berlin,2001,male,competitive,11191.209094040642,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
6892,Berlin,2001,male,average,13004.581253627433,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
7724,Berlin,2001,male,recreational,14927.47734334534,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
3819,Berlin,2001,male,slow,17587.74234092691,60,51,56.48,0.12,52.93,7,NA,29.94,32,PM10,NA,11,32,NA,7
75,Berlin,2002,female,elite,10375.52,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
426,Berlin,2002,female,competitive,12412.171361502347,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
1455,Berlin,2002,female,average,14331.632989690732,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
1780,Berlin,2002,female,recreational,16468.917977528108,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
664,Berlin,2002,female,slow,19074.856927710844,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
360,Berlin,2002,male,elite,9316.080555555556,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
2570,Berlin,2002,male,competitive,11016.962256809331,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
5995,Berlin,2002,male,average,12808.340617180946,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
7453,Berlin,2002,male,recreational,14720.799677982044,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
4508,Berlin,2002,male,slow,17422.110026619295,62,50,55.22,0,48.6,4,NA,30.38,21,NO2,NA,8,19,NA,21
85,Berlin,2003,female,elite,10463.670588235294,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
634,Berlin,2003,female,competitive,12842.525236593056,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
1975,Berlin,2003,female,average,14787.01215189873,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
2235,Berlin,2003,female,recreational,16992.75794183448,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
675,Berlin,2003,female,slow,19812.72444444444,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
214,Berlin,2003,male,elite,9187.672897196264,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
2356,Berlin,2003,male,competitive,10883.10611205434,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
6358,Berlin,2003,male,average,12647.622994652376,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
9358,Berlin,2003,male,recreational,14541.420709553362,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
6819,Berlin,2003,male,slow,17400.31441560351,66,40,53.24,0.02,40.42,4,6.21,29.97,23,Ozone,NA,23,17,NA,11
45,Berlin,2004,female,elite,10077.288888888888,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
364,Berlin,2004,female,competitive,12317.34065934066,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
1560,Berlin,2004,female,average,14164.012179487194,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
2198,Berlin,2004,female,recreational,16277.403093721556,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
1057,Berlin,2004,female,slow,19041.45316934722,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
285,Berlin,2004,male,elite,9311.77192982456,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
2547,Berlin,2004,male,competitive,11030.480565371021,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
6571,Berlin,2004,male,average,12812.995738852533,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
8366,Berlin,2004,male,recreational,14688.343891943516,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
5029,Berlin,2004,male,slow,17572.78425134227,57,48,51.98,0.04,48.81,7,6.06,30.03,12,NO2,NA,12,12,NA,12
42,Berlin,2005,female,elite,10106.857142857143,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
356,Berlin,2005,female,competitive,12252.205056179773,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
1426,Berlin,2005,female,average,14114.526647966335,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
2419,Berlin,2005,female,recreational,16275.76849937993,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
1625,Berlin,2005,female,slow,19105.70399999998,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
289,Berlin,2005,male,elite,9418.785467128026,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
2382,Berlin,2005,male,competitive,11130.26070528968,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
6216,Berlin,2005,male,average,12920.240990990977,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
8866,Berlin,2005,male,recreational,14859.63354387543,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
6752,Berlin,2005,male,slow,17848.07938388615,74,50,62.78,0,53.55,4,6.35,29.98,35,PM10,NA,24,35,NA,17
35,Berlin,2006,female,elite,10217.6,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
357,Berlin,2006,female,competitive,12462.52100840336,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
1456,Berlin,2006,female,average,14359.872939560433,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
2520,Berlin,2006,female,recreational,16554.307142857167,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
1718,Berlin,2006,female,slow,19437.702561117567,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
157,Berlin,2006,male,elite,9308.019108280254,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
1766,Berlin,2006,male,competitive,11004.004530011323,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
5192,Berlin,2006,male,average,12769.113443759603,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
8418,Berlin,2006,male,recreational,14683.385958660076,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
8563,Berlin,2006,male,slow,17790.110708863765,82,54,68.9,0,52.04,11,6.17,29.94,36,Ozone,NA,36,30,NA,8
69,Berlin,2007,female,elite,10298.028985507246,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
545,Berlin,2007,female,competitive,12611.675229357796,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
2123,Berlin,2007,female,average,14477.70136599154,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
2576,Berlin,2007,female,recreational,16639.098990683244,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
1173,Berlin,2007,female,slow,19600.31628303494,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
156,Berlin,2007,male,elite,9088.48717948718,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
2218,Berlin,2007,male,competitive,10877.884129846716,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
6456,Berlin,2007,male,average,12590.667750929308,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
9820,Berlin,2007,male,recreational,14463.99653767813,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
7350,Berlin,2007,male,slow,17454.106666666816,61,52,56.3,0,49.84,9,6.39,30.13,14,Ozone,NA,14,12,NA,11
47,Berlin,2008,female,elite,10144.297872340425,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
491,Berlin,2008,female,competitive,12216.749490835027,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
2086,Berlin,2008,female,average,14136.57909875361,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
3005,Berlin,2008,female,recreational,16261.157404326112,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
1776,Berlin,2008,female,slow,19126.480292792803,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
204,Berlin,2008,male,elite,9157.71568627451,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
2472,Berlin,2008,male,competitive,10813.294093851142,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
6907,Berlin,2008,male,average,12549.184450557366,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
10370,Berlin,2008,male,recreational,14417.856509160996,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
8374,Berlin,2008,male,slow,17434.57511344632,64,42,54.14,0,46.34,6,6.21,30.22,26,PM10,NA,19,26,NA,15
56,Berlin,2009,female,elite,10459.142857142857,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
582,Berlin,2009,female,competitive,12654.690721649486,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
2166,Berlin,2009,female,average,14660.283933518016,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
2843,Berlin,2009,female,recreational,16833.515300738673,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
1419,Berlin,2009,female,slow,19778.916842847048,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
251,Berlin,2009,male,elite,9268.80876494024,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
2385,Berlin,2009,male,competitive,10996.51823899371,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
6463,Berlin,2009,male,average,12772.84558254676,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
9898,Berlin,2009,male,recreational,14700.021014346383,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
8952,Berlin,2009,male,slow,17755.239276139557,78,48,63.32,0,50.54,3,NA,30.06,32,PM10,NA,22,32,NA,20
66,Berlin,2010,female,elite,10491.969696969696,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
717,Berlin,2010,female,competitive,12634.048814504884,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
2389,Berlin,2010,female,average,14527.183340309743,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
2933,Berlin,2010,female,recreational,16684.451073985696,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
1292,Berlin,2010,female,slow,19717.11687306502,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
197,Berlin,2010,male,elite,9200.436548223352,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
2568,Berlin,2010,male,competitive,10920.89524922118,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
7166,Berlin,2010,male,average,12662.888361708096,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
10006,Berlin,2010,male,recreational,14531.879172496505,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
6667,Berlin,2010,male,slow,17478.92155392226,52,49,52.16,0.85,51.39,7,NA,29.65,13,Ozone,NA,13,NA,NA,8
58,Berlin,2011,female,elite,9935.724137931034,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
463,Berlin,2011,female,competitive,12319.650107991363,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
1982,Berlin,2011,female,average,14173.018668012108,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
2975,Berlin,2011,female,recreational,16294.752941176432,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
1904,Berlin,2011,female,slow,19335.94957983195,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
176,Berlin,2011,male,elite,9043.142045454546,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
2053,Berlin,2011,male,competitive,10817.552362396487,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
5938,Berlin,2011,male,average,12518.46126641971,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
9186,Berlin,2011,male,recreational,14400.852819507953,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
8179,Berlin,2011,male,slow,17550.335860129715,72,45,59.36,0,48.64,3,NA,30.13,28,PM10,NA,18,28,NA,20
56,Berlin,2012,female,elite,10271.839285714286,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
616,Berlin,2012,female,competitive,12380.969155844155,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
2397,Berlin,2012,female,average,14223.127659574468,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
3086,Berlin,2012,female,recreational,16351.969863901486,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
1713,Berlin,2012,female,slow,19355.740805604164,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
202,Berlin,2012,male,elite,9167.534653465345,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
2517,Berlin,2012,male,competitive,10869.703218116787,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
6872,Berlin,2012,male,average,12560.472642607652,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
9490,Berlin,2012,male,recreational,14444.950684931444,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
7321,Berlin,2012,male,slow,17530.67955197366,62,41,52.88,0,43.72,8,NA,30.13,18,Ozone,NA,18,16,NA,15
57,Berlin,2013,female,elite,10271.456140350878,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
770,Berlin,2013,female,competitive,12414.884415584418,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
2873,Berlin,2013,female,average,14289.575356769918,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
3483,Berlin,2013,female,recreational,16453.492104507604,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
1735,Berlin,2013,female,slow,19393.899711815582,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
194,Berlin,2013,male,elite,9085.860824742267,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
2572,Berlin,2013,male,competitive,10809.951010886474,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
7187,Berlin,2013,male,average,12493.879087240812,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
10081,Berlin,2013,male,recreational,14326.29481202255,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
7521,Berlin,2013,male,slow,17404.57971014501,59,40,48.56,0,41.59,7,NA,30.09,13,Ozone,NA,13,11,NA,9
49,Berlin,2014,female,elite,10134.714285714286,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
579,Berlin,2014,female,competitive,12335.796200345429,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
2037,Berlin,2014,female,average,14205.338242513515,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
2482,Berlin,2014,female,recreational,16344.286865431093,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
1621,Berlin,2014,female,slow,19452.114127082044,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
178,Berlin,2014,male,elite,9019.376404494382,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
1971,Berlin,2014,male,competitive,10754.719939117196,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
5340,Berlin,2014,male,average,12452.883333333353,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
7807,Berlin,2014,male,recreational,14302.181503778731,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
6881,Berlin,2014,male,slow,17551.264787095075,70,41,56.66,0,49.8,3,NA,30.32,22,NO2,NA,12,21,NA,22
93,Berlin,2015,female,elite,9990.68817204301,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
732,Berlin,2015,female,competitive,12285.132513661203,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
2616,Berlin,2015,female,average,14134.212538226318,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
3239,Berlin,2015,female,recreational,16253.854276011112,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
2230,Berlin,2015,female,slow,19376.847085201764,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
347,Berlin,2015,male,elite,9063.236311239194,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
2856,Berlin,2015,male,competitive,10808.761204481796,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
7040,Berlin,2015,male,average,12545.705681818245,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
9443,Berlin,2015,male,recreational,14410.882240813355,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
8157,Berlin,2015,male,slow,17642.49319602781,62,41,51.44,0,44.06,4,NA,30.45,14,NO2,NA,14,12,NA,14
94,Berlin,2016,female,elite,10395.829787234043,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
762,Berlin,2016,female,competitive,12366.409448818902,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
2579,Berlin,2016,female,average,14239.366421093435,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
3275,Berlin,2016,female,recreational,16425.517862595443,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
2516,Berlin,2016,female,slow,19712.385532591376,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
277,Berlin,2016,male,elite,9098.718411552345,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
2281,Berlin,2016,male,competitive,10730.352915387975,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
5814,Berlin,2016,male,average,12457.365153078801,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
9035,Berlin,2016,male,recreational,14339.484449363537,73,47,60.44,0,47.1,6,NA,30.19,29,Ozone,NA,29,22,NA,13
